,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
259,-0.5106,Wed Jun 27 13:26:12 +0000 2018,0.157,0.786,0.057,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",60,@CNN
260,0.7506,Wed Jun 27 13:18:39 +0000 2018,0.0,0.758,0.242,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,61,@CNN
261,0.9322,Wed Jun 27 13:13:57 +0000 2018,0.0,0.589,0.411,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",62,@CNN
262,0.5859,Wed Jun 27 13:13:49 +0000 2018,0.0,0.774,0.226,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,63,@CNN
263,0.4019,Wed Jun 27 13:00:47 +0000 2018,0.0,0.847,0.153,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,64,@CNN
264,-0.8442,Wed Jun 27 12:45:06 +0000 2018,0.363,0.637,0.0,"JUST IN: A Pittsburgh-area officer has been charged with criminal homicide in the death of Antwon Rose, an unarmed… https://t.co/rVPbXFSYLP",65,@CNN
265,0.0,Wed Jun 27 12:37:24 +0000 2018,0.0,1.0,0.0,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/M0cK75CTAv https://t.co/4KaNigqwhb",66,@CNN
266,0.0,Wed Jun 27 12:25:32 +0000 2018,0.0,1.0,0.0,JUST IN: White House decides against outright limits on Chinese investment https://t.co/MqMrx3PyoJ https://t.co/vdhUECfX8v,67,@CNN
267,0.0,Wed Jun 27 12:14:08 +0000 2018,0.0,1.0,0.0,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9KBq3JSYch",68,@CNN
268,-0.1779,Wed Jun 27 12:02:17 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/IBRznGQjVE,69,@CNN
269,0.2732,Wed Jun 27 11:50:59 +0000 2018,0.0,0.89,0.11,"A piece of chewing gum, a bottle of water and new DNA technology may have just solved a teacher's murder… https://t.co/mZz14hTK6f",70,@CNN
270,-0.2263,Wed Jun 27 11:39:58 +0000 2018,0.139,0.861,0.0,"Galvanized by the issue of teachers pay and school funding, Oklahoma teachers marched and protested in the state Ca… https://t.co/hZy59EsrpY",71,@CNN
271,-0.8316,Wed Jun 27 11:29:26 +0000 2018,0.341,0.659,0.0,A fire raging in northern England has prompted the evacuation of dozens of homes and forced firefighters to work in… https://t.co/UUW42Sxcz3,72,@CNN
272,0.34,Wed Jun 27 11:17:04 +0000 2018,0.0,0.87,0.13,US President Donald Trump's national security adviser John Bolton will meet Russian President Vladimir Putin during… https://t.co/jw627xJ1i3,73,@CNN
273,0.6369,Wed Jun 27 11:08:42 +0000 2018,0.0,0.743,0.257,"A British heterosexual couple who objected to the ""patriarchal"" institution of marriage have won a legal claim for… https://t.co/RhJZs9Z514",74,@CNN
274,-0.8176,Wed Jun 27 10:53:01 +0000 2018,0.333,0.667,0.0,"If a progressive war against the Democratic establishment is coming, Tuesday's primaries were the first shots fired https://t.co/SPDWqYPGM5",75,@CNN
275,-0.6124,Wed Jun 27 10:49:50 +0000 2018,0.208,0.792,0.0,US companies operating in China are likely to find themselves in the firing line as the trade fight between Washing… https://t.co/lQSvlqDtS8,76,@CNN
276,0.5423,Wed Jun 27 10:39:04 +0000 2018,0.0,0.8,0.2,Football legend Diego Maradona has reassured fans that he is fine after he was treated by doctors during Argentina'… https://t.co/n9BL7HWXy3,77,@CNN
277,0.6808,Wed Jun 27 10:24:24 +0000 2018,0.0,0.772,0.228,US Secretary Defense James Mattis met with Chinese President Xi Jinping inside the Great Hall of the People in Beij… https://t.co/Cy7Eo2ikbv,78,@CNN
278,0.0,Wed Jun 27 10:05:55 +0000 2018,0.0,1.0,0.0,"She is only ranked 183rd in the world, but Serena Williams has been seeded 25th for next week's Wimbledon Champions… https://t.co/oZGjkfYyca",79,@CNN
279,-0.296,Wed Jun 27 09:55:06 +0000 2018,0.104,0.896,0.0,"Cave rescuers are ""working around the clock"" to try and locate a group of missing teenage soccer players and their… https://t.co/r4GDBZ1hm1",80,@CNN
280,0.0,Wed Jun 27 09:39:16 +0000 2018,0.0,1.0,0.0,"This is the moment Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, discovered she had ou… https://t.co/UaTHY1RP3P",81,@CNN
281,0.6908,Wed Jun 27 09:01:00 +0000 2018,0.0,0.769,0.231,"In Utah, 2012 Republican presidential nominee Mitt Romney won the Senate primary and is now poised to cruise to ele… https://t.co/Ah9X2iQRKq",82,@CNN
282,-0.2732,Wed Jun 27 08:47:22 +0000 2018,0.211,0.643,0.146,What it's like in the 7 countries on Trump's travel ban list https://t.co/h8rOqzGYEd https://t.co/FQy0qLkZVq,83,@CNN
283,-0.6369,Wed Jun 27 08:16:52 +0000 2018,0.234,0.766,0.0,"From the brink of defeat and a humiliating World Cup exit, Argentina survive and live on at Russia 2018… https://t.co/jNDeYp8vWs",84,@CNN
284,0.8126,Wed Jun 27 07:57:06 +0000 2018,0.0,0.697,0.303,Alexandria Ocasio-Cortez's win on Tuesday caps off a remarkable ascent -- which will likely make her the youngest p… https://t.co/QNWF6Wa0W7,85,@CNN
285,-0.1779,Wed Jun 27 07:41:07 +0000 2018,0.072,0.928,0.0,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/CW3exdNZ4W,86,@CNN
286,-0.2023,Wed Jun 27 07:32:57 +0000 2018,0.141,0.859,0.0,Trump plots controversial Putin meeting and leaves NATO allies guessing https://t.co/f7d4Kag4nD https://t.co/mOC6nzJyz4,87,@CNN
287,-0.5423,Wed Jun 27 07:30:11 +0000 2018,0.226,0.774,0.0,"Blast at Texas hospital campus kills at least 1, injures others https://t.co/7K1fKPrQ1O https://t.co/uwjXiSzMNJ",88,@CNN
288,0.0258,Wed Jun 27 07:16:06 +0000 2018,0.166,0.663,0.171,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/BqNqIN4po3,89,@CNN
289,0.4939,Wed Jun 27 07:15:08 +0000 2018,0.0,0.802,0.198,Heat-resistant corals in the Middle East could save the world's dying reefs https://t.co/ZVgjqFSSXH https://t.co/Gqu6uqRWGO,90,@CNN
290,0.0,Wed Jun 27 07:09:04 +0000 2018,0.0,1.0,0.0,"Luxury handbags, jewelry, cash and goods seized from six properties linked to former Malaysian Prime Minister Najib… https://t.co/sx5qNtjGEu",91,@CNN
291,0.4019,Wed Jun 27 07:06:46 +0000 2018,0.0,0.856,0.144,"Oklahomans voted in favor of legalizing medicinal marijuana on Tuesday, with 56.8% approving the measure, according… https://t.co/tDBivnKfjn",92,@CNN
292,-0.34,Wed Jun 27 07:00:08 +0000 2018,0.167,0.833,0.0,Washington and Silicon Valley aren't working together to combat Russian trolls https://t.co/mitPJu2n91 https://t.co/64TjwRuCwx,93,@CNN
293,0.0,Wed Jun 27 06:58:06 +0000 2018,0.0,1.0,0.0,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9UNhww49hm",94,@CNN
294,0.4019,Wed Jun 27 06:53:02 +0000 2018,0.0,0.876,0.124,“This is about the kind of leaders the Democratic Party will have after 2018. In short: Ocasio-Cortez’s victory is… https://t.co/OeRlqaAhLQ,95,@CNN
295,0.7783,Wed Jun 27 06:47:21 +0000 2018,0.0,0.685,0.315,"""I'm real emotional. ... It's still heartbreaking.""
""I was excited. This is another win for America.""

This is how… https://t.co/3cbGfwpjU3",96,@CNN
296,0.5574,Wed Jun 27 06:30:13 +0000 2018,0.0,0.816,0.184,Flyers were placed on vehicles outside a sheriff's office. One tested positive for traces of a deadly opioid.… https://t.co/LKKg0MG8Dh,97,@CNN
297,0.0,Wed Jun 27 06:24:48 +0000 2018,0.0,1.0,0.0,"Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, ousts 10-term incumbent Rep. Joe Crowley… https://t.co/ZIvOjBiqVl",98,@CNN
298,0.0,Wed Jun 27 06:15:04 +0000 2018,0.0,1.0,0.0,Does Nancy Pelosi have the votes? https://t.co/ZZKkCujDNJ | Analysis by Chris Cillizza https://t.co/inaDQy3885,99,@CNN
299,0.0,Wed Jun 27 06:00:12 +0000 2018,0.0,1.0,0.0,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/ix0mLBED4R https://t.co/w2q0MaSeND",100,@CNN
300,0.6908,Wed Jun 27 22:24:51 +0000 2018,0.0,0.759,0.241,"Justice Anthony Kennedy in 1988: ""It is appropriate to recognize an essential truth, and that is that the Constitut… https://t.co/6aQ8yI8sf5",1,@FoxNews
301,0.7906,Wed Jun 27 22:18:26 +0000 2018,0.0,0.667,0.333,A political storm is brewing as President @realDonaldTrump looks to replace Supreme Court Justice Anthony Kennedy.… https://t.co/XLRzMUOUKh,2,@FoxNews
302,0.8591,Wed Jun 27 22:16:25 +0000 2018,0.0,0.655,0.345,A seat on the Supreme Court is opening up as Justice Anthony Kennedy gets ready to retire. @ShannonBream has the la… https://t.co/M273ec1d6V,3,@FoxNews
303,0.7964,Wed Jun 27 22:14:44 +0000 2018,0.0,0.705,0.295,"Leonard Leo on Justice Kennedy retiring: ""[@POTUS] had enormous success in nominating Neil Gorsuch to the court. An… https://t.co/kbcddSdAfX",4,@FoxNews
304,-0.8625,Wed Jun 27 22:07:54 +0000 2018,0.49,0.51,0.0,New York man witnesses daughter's marriage days before losing battle to cancer https://t.co/hZrWXHR7dV,5,@FoxNews
305,0.0,Wed Jun 27 21:58:52 +0000 2018,0.0,1.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/RDhzC2eu3Z,6,@FoxNews
306,-0.5423,Wed Jun 27 21:53:52 +0000 2018,0.26,0.639,0.1,"Hawaii emergency workers slept on the job, emails showed in aftermath of the fake missile alert. https://t.co/EVzIMJzvge",7,@FoxNews
307,-0.3612,Wed Jun 27 21:48:30 +0000 2018,0.135,0.865,0.0,"Maxine Waters, Kathy Griffin, Samantha Bee, others targeted in RNC campaign ad criticizing the 'unhinged left' https://t.co/vnWVPRywel",8,@FoxNews
308,-0.6908,Wed Jun 27 21:40:57 +0000 2018,0.263,0.737,0.0,"Janoris Jenkins' brother is charged with manslaughter in the death at the NFL star's home, officials say. https://t.co/4L0kg5khCb",9,@FoxNews
309,0.872,Wed Jun 27 21:37:13 +0000 2018,0.0,0.618,0.382,"Moments ago, @VP thanked Justice Anthony Kennedy for his service on the U.S. Supreme Court following Kennedy's anno… https://t.co/45qnpf5Nrf",10,@FoxNews
310,-0.3182,Wed Jun 27 21:28:30 +0000 2018,0.113,0.887,0.0,".@kimguilfoyle on @repjoecrowley's primary loss: ""He should have showed up for everything and not mailed it in, he… https://t.co/yMKIiA2aLb",11,@FoxNews
311,-0.9382,Wed Jun 27 21:20:21 +0000 2018,0.66,0.34,0.0,"California man, 77, accused of killing fire captain, charged with capital murder. https://t.co/sSc72Q4prH",12,@FoxNews
312,0.0609,Wed Jun 27 21:14:04 +0000 2018,0.111,0.767,0.122,".@JesseBWatters: ""This definitely moves the court to the right and it really puts the pressure on [Justice] Ginsbur… https://t.co/UHqvV4zFkv",13,@FoxNews
313,0.0,Wed Jun 27 21:12:58 +0000 2018,0.0,1.0,0.0,An all-new season of 'OBJECTified' premieres this Sunday with NBA legend @MagicJohnson! Tune in to Fox News Channel… https://t.co/1Q0L8B3ZKj,14,@FoxNews
314,-0.8779,Wed Jun 27 21:08:18 +0000 2018,0.552,0.448,0.0,Benghazi mastermind sentenced to 22 years in prison on federal terrorism charges. https://t.co/33Y6lI7LAE,15,@FoxNews
315,-0.2263,Wed Jun 27 20:56:56 +0000 2018,0.187,0.67,0.144,"Janoris Jenkins' brother is person of interest in death at NFL star's home, reports say https://t.co/q7Y9XdOY5l",16,@FoxNews
316,0.0,Wed Jun 27 20:42:00 +0000 2018,0.0,1.0,0.0,.@SenSchumer Demands Congress Use 'Biden Rule' in Choosing Kennedy Replacement https://t.co/gyJCSfYRGq,17,@FoxNews
317,0.8126,Wed Jun 27 20:31:53 +0000 2018,0.0,0.682,0.318,"Bob Vander Plaats on Justice Kennedy retiring: ""I think this is an opportunity to restore a culture of life in this… https://t.co/hzQHiOR22k",18,@FoxNews
318,0.7096,Wed Jun 27 20:31:09 +0000 2018,0.0,0.753,0.247,"Bob Vander Plaats on Justice Kennedy retiring: ""If [Justice Neil] Gorsuch is a standard, we'd like to see another G… https://t.co/VgYpLsLUNp",19,@FoxNews
319,0.3182,Wed Jun 27 20:25:58 +0000 2018,0.106,0.676,0.217,".@RandPaul on Justice Kennedy's retirement: ""No matter who President @realDonaldTrump picks will be divided along p… https://t.co/GkyXVcBsrH",20,@FoxNews
320,0.5574,Wed Jun 27 20:19:43 +0000 2018,0.0,0.625,0.375,Who are the Supreme Court justices? https://t.co/0VMFK0PBoY,21,@FoxNews
321,0.7906,Wed Jun 27 20:18:09 +0000 2018,0.0,0.75,0.25,"Tom Dupree: ""Justice Kennedy has been the swing vote on the Supreme Court for the last decade plus. We are going to… https://t.co/QwQhPaCQYf",22,@FoxNews
322,0.7351,Wed Jun 27 20:15:57 +0000 2018,0.0,0.693,0.307,".@johnrobertsFox on Justice Kennedy retiring: ""[@POTUS] has the opportunity to cement a 5-4 conservative majority a… https://t.co/1qcFCg8FtA",23,@FoxNews
323,0.7906,Wed Jun 27 20:07:46 +0000 2018,0.0,0.696,0.304,Supreme Court Justice Anthony Kennedy announced Wednesday that he's retiring at the end of July. @ShannonBream has… https://t.co/8mttwhZRbT,24,@FoxNews
324,0.7906,Wed Jun 27 20:01:27 +0000 2018,0.0,0.652,0.348,".@SenateMajLdr on Justice Kennedy retiring: ""First and foremost, I want to pause and express our gratitude for the… https://t.co/vhk5eHGtCm",25,@FoxNews
325,0.0,Wed Jun 27 19:59:43 +0000 2018,0.0,1.0,0.0,.@AmbJohnBolton visits Moscow to talk possible US-Russia summit @ShepNewsTeam https://t.co/q1k8BHCj3W https://t.co/MODPY7wg2A,26,@FoxNews
326,0.7906,Wed Jun 27 19:58:43 +0000 2018,0.0,0.667,0.333,"Sen. @ChuckGrassley, chairman of @senjudiciary, speaks after the announcement of Supreme Court Justice Kennedy's re… https://t.co/ybqvasevub",27,@FoxNews
327,-0.3875,Wed Jun 27 19:50:04 +0000 2018,0.168,0.832,0.0,North Korea continues construction of nuclear research facility despite agreement to 'denuclearize': report https://t.co/jmGYjmVDpv,28,@FoxNews
328,0.8176,Wed Jun 27 19:41:06 +0000 2018,0.0,0.679,0.321,"Supreme Court Justice Kennedy in his retirement letter to @POTUS: ""For a member of the legal profession it is the h… https://t.co/hFqMcH8XcJ",29,@FoxNews
329,-0.3818,Wed Jun 27 19:31:02 +0000 2018,0.148,0.852,0.0,Kennedy replacement could face battles seen by the hotly contested nominations of Bork and Thomas. https://t.co/NkZZl3fR3L,30,@FoxNews
330,0.0,Wed Jun 27 19:29:01 +0000 2018,0.0,1.0,0.0,".@SenSchumer: ""Our Republican colleagues in the Senate should follow the rule they set in 2016: not to consider a S… https://t.co/0YuO4g9srk",31,@FoxNews
331,0.7906,Wed Jun 27 19:20:00 +0000 2018,0.0,0.632,0.368,Supreme Court Justice Anthony Kennedy released this statement Wednesday after announcing his retirement.… https://t.co/pQWz7XYB7u,32,@FoxNews
332,0.7906,Wed Jun 27 19:16:10 +0000 2018,0.0,0.72,0.28,"Chris Wallace on Justice Kennedy's retirement and the next Supreme Court pick: ""I think this is the biggest moment… https://t.co/EQiWkTYJu7",33,@FoxNews
333,0.8519,Wed Jun 27 19:08:26 +0000 2018,0.0,0.632,0.368,".@SenateMajLdr on Justice Kennedy retiring: ""Today the Senate and the nation thank Justice Kennedy for his years of… https://t.co/BqOAYAW39y",34,@FoxNews
334,-0.3336,Wed Jun 27 19:01:47 +0000 2018,0.253,0.594,0.153,"President @realDonaldTrump on immigration: ""We believe in very strong borders, no crime. And the Democrats believe… https://t.co/g3kBid4vX0",35,@FoxNews
335,0.3612,Wed Jun 27 18:59:43 +0000 2018,0.0,0.872,0.128,"President @realDonaldTrump on meeting with Vladimir Putin: ""It would look like we will probably be meeting sometime… https://t.co/VVuUqncwry",36,@FoxNews
336,0.0,Wed Jun 27 18:57:04 +0000 2018,0.0,1.0,0.0,"President @realDonaldTrump on immigration: ""We believe that families should be together."" https://t.co/Rdhl3AQGWv",37,@FoxNews
337,0.0,Wed Jun 27 18:52:29 +0000 2018,0.0,1.0,0.0,"President @realDonaldTrump: ""We have a list of 25 people that I actually had during my election.""… https://t.co/Jg9saPTf1E",38,@FoxNews
338,0.7269,Wed Jun 27 18:51:26 +0000 2018,0.0,0.711,0.289,"President @realDonaldTrump on Justice Kennedy retiring: ""Hopefully we're gonna pick somebody who will be as outstan… https://t.co/3Df7Rh5Gpu",39,@FoxNews
339,0.8625,Wed Jun 27 18:49:45 +0000 2018,0.0,0.625,0.375,"President @realDonaldTrump on Justice Kennedy retiring: ""We will begin our search for a new justice of the United S… https://t.co/kg0zzcBlS4",40,@FoxNews
340,0.6597,Wed Jun 27 18:45:40 +0000 2018,0.0,0.735,0.265,"President @realDonaldTrump on Justice Kennedy retiring: ""He is a man who has displayed tremendous vision and tremen… https://t.co/Wr8WzbxJZD",41,@FoxNews
341,0.5267,Wed Jun 27 18:43:37 +0000 2018,0.0,0.833,0.167,"President @realDonaldTrump on Justice Kennedy retiring: ""He's a man that I've known for a long time and a man that… https://t.co/VTE5XuJPMs",42,@FoxNews
342,0.0,Wed Jun 27 18:41:24 +0000 2018,0.0,1.0,0.0,".@SenateMajLdr: ""It's imperative that @POTUS' nominee be considered fairly and not subjected to personal attacks.""… https://t.co/xJChrD9tC3",43,@FoxNews
343,0.7351,Wed Jun 27 18:39:56 +0000 2018,0.0,0.733,0.267,".@SenateMajLdr: ""As in the case of Justice Gorsuch, senators will have the opportunity to meet with @POTUS' nominee… https://t.co/YIL0l6JHaT",44,@FoxNews
344,0.7579,Wed Jun 27 18:39:10 +0000 2018,0.0,0.649,0.351,.@POTUS speaks as Justice Anthony Kennedy says he's retiring effective July 31. https://t.co/7Do7LBbAzT  https://t.co/N78qS5Orid,45,@FoxNews
345,0.6486,Wed Jun 27 18:38:12 +0000 2018,0.0,0.675,0.325,".@SenateMajLdr: ""We will vote to confirm Justice Kennedy's successor this fall."" https://t.co/7Do7LBbAzT https://t.co/tnxDRWAfdx",46,@FoxNews
346,0.743,Wed Jun 27 18:37:22 +0000 2018,0.0,0.673,0.327,".@SenateMajLdr: ""The Senate stands ready to fulfill its constitutional role by offering advice and consent on Presi… https://t.co/Y3SuRrRslS",47,@FoxNews
347,0.7269,Wed Jun 27 18:35:39 +0000 2018,0.0,0.747,0.253,".@SenateMajLdr: ""As Justice Kennedy concludes his tenure on the court, we wish him, his wife Mary and their family… https://t.co/opa1tx9wTQ",48,@FoxNews
348,0.8519,Wed Jun 27 18:32:41 +0000 2018,0.0,0.632,0.368,"Chris Wallace on Justice Kennedy retiring: ""A Supreme Court nominee can either be a huge legacy builder for a presi… https://t.co/30pMea3hUI",49,@FoxNews
349,0.6124,Wed Jun 27 18:28:52 +0000 2018,0.0,0.722,0.278,"Chris Wallace on Justice Kennedy retiring: ""Replacing him with a solid conservative is enormously important.""… https://t.co/A2qQOmui4P",50,@FoxNews
350,0.5267,Wed Jun 27 18:23:27 +0000 2018,0.0,0.702,0.298,Justice Kennedy announces plan to retire https://t.co/7Do7LBbAzT @dailybriefing https://t.co/SVSrt1St0V,51,@FoxNews
351,0.5267,Wed Jun 27 18:17:04 +0000 2018,0.0,0.673,0.327,Justice Kennedy announces plan to retire https://t.co/7Do7LBbAzT https://t.co/9qB5Mn3u41,52,@FoxNews
352,0.8779,Wed Jun 27 18:12:07 +0000 2018,0.0,0.598,0.402,Supreme Court Justice Anthony Kennedy says he's retiring effective July 31. Kennedy stepping down would mark a seco… https://t.co/O7D0XkDXsw,53,@FoxNews
353,0.7906,Wed Jun 27 18:08:38 +0000 2018,0.0,0.562,0.438,BREAKING NEWS: Supreme Court Justice Anthony Kennedy to retire. https://t.co/7Do7LBbAzT https://t.co/3BWyEvTm8k,54,@FoxNews
354,-0.4767,Wed Jun 27 18:06:09 +0000 2018,0.279,0.721,0.0,.@GOP compromise immigration bill defeated on House floor https://t.co/PFqehcwp8b,55,@FoxNews
355,0.0,Wed Jun 27 17:52:02 +0000 2018,0.0,1.0,0.0,Strawberry Moon and Saturn to put on dazzling display this week https://t.co/dQRUiwUF78,56,@FoxNews
356,0.0,Wed Jun 27 17:48:36 +0000 2018,0.0,1.0,0.0,House voting on @GOP immigration bill #OutnumberedOT https://t.co/pf5VaiSrVR,57,@FoxNews
357,-0.4588,Wed Jun 27 17:45:32 +0000 2018,0.2,0.8,0.0,"Delaware police find abandoned home -- in the middle of the road
https://t.co/vMOSNb2IXE",58,@FoxNews
358,0.0,Wed Jun 27 17:29:23 +0000 2018,0.0,1.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/dVtQIGyy27,59,@FoxNews
359,-0.0258,Wed Jun 27 17:16:54 +0000 2018,0.178,0.654,0.168,"Halo Top is 'dramatically' under-filling pints, lawsuit alleges https://t.co/KKweNTKPFU",60,@FoxNews
360,-0.2263,Wed Jun 27 17:09:07 +0000 2018,0.137,0.863,0.0,University ends restrictive campus speech policy after student group's lawsuit (via @calebparke) https://t.co/4zxwcTSwFx,61,@FoxNews
361,-0.5423,Wed Jun 27 16:57:17 +0000 2018,0.333,0.471,0.196,OPINION: @LizPeek: Trump's success has Democrats freaking out – But that's still no excuse for bad behavior https://t.co/A4EzI9jySn,62,@FoxNews
362,0.0,Wed Jun 27 16:53:41 +0000 2018,0.0,1.0,0.0,Joe Jackson's life and career: 3 things to know about the famous patriarch https://t.co/LDYI7aaZfX,63,@FoxNews
363,0.1779,Wed Jun 27 16:52:37 +0000 2018,0.081,0.812,0.107,"RT @FoxBusiness: .@POTUS: ""Thanks to our massive tax cuts, young men and women entering the workforce are keeping more and more of the mone…",64,@FoxNews
364,-0.6705,Wed Jun 27 16:47:12 +0000 2018,0.244,0.756,0.0,"RT @FoxBusiness: .@POTUS: ""Unemployment for people under the age of 24 is the lowest in almost 50 years."" https://t.co/BkFj7J9Xmy",65,@FoxNews
365,0.2249,Wed Jun 27 16:46:59 +0000 2018,0.094,0.778,0.128,"RT @FoxBusiness: .@POTUS: ""Our economy is booming. Confidence is soaring. There's never been a  better time to be young and to be American.…",66,@FoxNews
366,-0.765,Wed Jun 27 16:46:25 +0000 2018,0.306,0.694,0.0,Joe Jackson reportedly dead at 89: Celebs react to the loss of the famous patriarch https://t.co/xD7E4YtygS https://t.co/WDW1ZThHBY,67,@FoxNews
367,0.886,Wed Jun 27 16:34:46 +0000 2018,0.0,0.49,0.51,"RT @FoxBusiness: .@POTUS: ""We must honor and respect our great American Flag."" https://t.co/HMkUF7dw7Y",68,@FoxNews
368,0.5106,Wed Jun 27 16:34:35 +0000 2018,0.0,0.864,0.136,"RT @FoxBusiness: .@POTUS: ""You have to believe in protecting the entire Constitution, as written, including the right to free speech. And t…",69,@FoxNews
369,0.5106,Wed Jun 27 16:34:29 +0000 2018,0.0,0.858,0.142,"RT @FoxBusiness: .@POTUS: ""We believe in free speech on college campuses, not censorship. Institutions of higher learning should be forms f…",70,@FoxNews
370,0.0,Wed Jun 27 16:34:23 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@POTUS: ""From a military standpoint, space. You know all about 'space force.' Space is a very big factor in the Trump adm…",71,@FoxNews
371,-0.9022,Wed Jun 27 16:32:42 +0000 2018,0.446,0.554,0.0,"JUST IN: Man accused of driving into crowd at Charlottesville rally, killing 1 person, charged with federal hate cr… https://t.co/aS4zIhAcGy",72,@FoxNews
372,0.34,Wed Jun 27 16:19:54 +0000 2018,0.0,0.789,0.211,U.S. National Security Advisor John Bolton holds a news conference. https://t.co/kzBKUo0UVJ,73,@FoxNews
373,0.0,Wed Jun 27 16:18:47 +0000 2018,0.0,1.0,0.0,".@POTUS delivers remarks at the ""Face-to-Face With Our Future"" event. https://t.co/CmtgwMhNMK",74,@FoxNews
374,-0.3948,Wed Jun 27 16:14:52 +0000 2018,0.138,0.785,0.076,"RT @FoxBusiness: Larry Kudlow: ""President Trump is a trade reformer...Don't blame him for all the evils and the breakdown of the WTO and ot…",75,@FoxNews
375,0.7003,Wed Jun 27 16:14:42 +0000 2018,0.0,0.784,0.216,"RT @FoxBusiness: Larry Kudlow: ""[President Trump] is a free trader and he would like to see a new world trading system. The current one is…",76,@FoxNews
376,0.91,Wed Jun 27 16:14:28 +0000 2018,0.0,0.676,0.324,"RT @FoxBusiness: Larry Kudlow on his health: ""I feel great. Great to be back. To quote one of my heroes Mark Twain: 'Rumors of my demise we…",77,@FoxNews
377,-0.4767,Wed Jun 27 16:13:48 +0000 2018,0.181,0.819,0.0,US border agent chases people smuggler back into river near Texas in dramatic video https://t.co/8DXa3iltJT,78,@FoxNews
378,0.5994,Wed Jun 27 16:01:40 +0000 2018,0.0,0.738,0.262,JUST IN: Defending FIFA World Cup champion Germany eliminated from tournament https://t.co/RJww3KTq4g,79,@FoxNews
